region,canal,metodo_pago,ticket,dias_entrega,satisfaccion
Norte,App,Billetera digital,97.19,5.0,4.0
Lima,Web,Tarjeta,55.08,3.0,5.0
Lima,App,Billetera digital,149.33,1.0,4.0
Norte,App,Tarjeta,77.42,3.0,5.0
Centro,Web,Contra entrega,126.66,8.0,2.0
Centro,App,Contra entrega,87.29,3.0,4.0
Lima,Web,Tarjeta,77.16,3.0,4.0
Lima,Web,Billetera digital,360.07,1.0,4.0
Centro,Web,Billetera digital,77.81,5.0,4.0
Norte,Web,Billetera digital,83.73,2.0,5.0
Centro,Web,Billetera digital,39.93,4.0,5.0
Norte,App,Tarjeta,233.53,3.0,5.0
Lima,App,Billetera digital,76.7,4.0,3.0
Norte,Web,Billetera digital,67.63,1.0,4.0
Norte,Web,Billetera digital,101.59,5.0,3.0
Centro,Web,Billetera digital,89.09,3.0,4.0
Lima,Web,Tarjeta,72.77,1.0,5.0
Lima,Web,Contra entrega,145.22,2.0,5.0
Sur,Web,Contra entrega,273.63,3.0,4.0
Lima,Web,Billetera digital,204.06,1.0,4.0
Norte,Web,Tarjeta,163.07,3.0,4.0
Oriente,App,Tarjeta,70.54,9.0,3.0
Sur,Web,Tarjeta,184.85,4.0,5.0
Sur,Web,Contra entrega,500.1,2.0,3.0
Oriente,App,Tarjeta,89.78,7.0,2.0
Sur,Web,Billetera digital,75.32,5.0,5.0
Oriente,App,Contra entrega,237.98,10.0,2.0
Norte,Web,Tarjeta,149.93,2.0,5.0
Norte,App,Billetera digital,119.17,2.0,5.0
Lima,App,Billetera digital,135.87,2.0,4.0
Lima,App,Billetera digital,304.58,3.0,5.0
Norte,Web,Tarjeta,93.72,5.0,3.0
Lima,Web,Tarjeta,183.69,2.0,3.0
Lima,App,Tarjeta,239.97,1.0,4.0
Sur,Web,Tarjeta,255.48,5.0,3.0
Sur,Web,Billetera digital,458.36,4.0,4.0
Lima,Web,Billetera digital,85.61,1.0,5.0
Lima,App,Tarjeta,167.65,2.0,3.0
Norte,App,Tarjeta,145.07,4.0,4.0
Lima,App,Tarjeta,183.99,2.0,5.0
Norte,Web,Billetera digital,294.11,1.0,5.0
Lima,App,Billetera digital,622.04,1.0,4.0
Centro,App,Billetera digital,54.42,7.0,2.0
Lima,Web,Billetera digital,250.31,2.0,4.0
Lima,App,Billetera digital,177.14,2.0,3.0
Lima,App,Contra entrega,118.84,2.0,4.0
Norte,App,Tarjeta,358.89,5.0,
Oriente,Web,Billetera digital,79.89,7.0,3.0
Lima,App,Billetera digital,393.9,1.0,5.0
Lima,Web,Billetera digital,86.39,2.0,3.0
Lima,Web,Tarjeta,126.18,1.0,5.0
Sur,App,Contra entrega,285.92,6.0,3.0
Lima,Web,Billetera digital,75.2,2.0,5.0
Centro,Web,Billetera digital,86.54,3.0,5.0
Lima,Web,Contra entrega,167.73,1.0,5.0
Norte,Web,Contra entrega,140.25,3.0,4.0
Sur,Web,Billetera digital,76.9,3.0,4.0
Norte,Web,Billetera digital,94.9,2.0,4.0
Lima,App,Billetera digital,166.6,2.0,3.0
Sur,Web,Billetera digital,243.32,5.0,3.0
Norte,Web,Billetera digital,59.45,3.0,2.0
Centro,Web,Billetera digital,43.12,5.0,4.0
Lima,Web,Tarjeta,231.25,2.0,5.0
Norte,Web,Billetera digital,103.11,5.0,4.0
Norte,Web,Tarjeta,105.65,3.0,3.0
Centro,Web,Billetera digital,111.7,2.0,4.0
Lima,Web,Billetera digital,177.55,2.0,4.0
Sur,App,Tarjeta,238.74,3.0,4.0
Sur,App,Billetera digital,176.05,3.0,4.0
Centro,Web,Contra entrega,118.69,2.0,4.0
Norte,Web,Billetera digital,248.53,2.0,5.0
Norte,App,Billetera digital,210.86,2.0,5.0
Sur,App,Contra entrega,215.91,3.0,4.0
Lima,Web,Billetera digital,320.38,1.0,4.0
Lima,Web,Billetera digital,79.33,1.0,4.0
Sur,Web,Billetera digital,64.45,5.0,3.0
Sur,App,Tarjeta,244.12,2.0,5.0
Centro,Web,Contra entrega,199.27,3.0,5.0
Lima,Web,Billetera digital,102.14,2.0,3.0
Sur,App,Tarjeta,232.85,2.0,4.0
Sur,Web,Tarjeta,72.36,3.0,3.0
Lima,App,Billetera digital,81.52,2.0,3.0
Sur,Web,Tarjeta,162.08,1.0,4.0
Oriente,App,Contra entrega,47.74,4.0,3.0
Lima,Web,Tarjeta,180.04,2.0,4.0
Lima,App,Billetera digital,63.9,1.0,5.0
Norte,Web,Tarjeta,469.26,6.0,4.0
Centro,Web,Contra entrega,139.87,5.0,5.0
Norte,App,Tarjeta,82.08,4.0,5.0
Oriente,Web,Contra entrega,50.73,2.0,4.0
Centro,App,Billetera digital,68.16,3.0,4.0
Sur,Web,Tarjeta,171.94,7.0,2.0
Sur,App,Billetera digital,76.11,7.0,4.0
Lima,App,Tarjeta,109.14,1.0,3.0
Lima,Web,Tarjeta,179.56,3.0,4.0
Sur,Web,Contra entrega,254.96,2.0,4.0
Lima,App,Billetera digital,74.9,2.0,5.0
Lima,App,Tarjeta,281.34,1.0,3.0
Lima,Web,Tarjeta,46.08,1.0,3.0
Lima,Web,Tarjeta,259.96,5.0,3.0
Norte,Web,Tarjeta,152.0,1.0,3.0
Centro,App,Tarjeta,64.69,3.0,4.0
Lima,Web,Tarjeta,53.26,2.0,3.0
Sur,Web,Tarjeta,128.3,5.0,3.0
Lima,Web,Tarjeta,127.29,1.0,4.0
Centro,Web,Tarjeta,60.09,1.0,5.0
Centro,Web,Tarjeta,165.15,3.0,5.0
Norte,App,Tarjeta,63.56,3.0,4.0
Norte,App,Billetera digital,56.6,2.0,4.0
Centro,App,Contra entrega,184.96,11.0,2.0
Lima,Web,Tarjeta,236.55,3.0,5.0
Centro,Web,Billetera digital,157.17,3.0,3.0
Centro,Web,Contra entrega,298.54,2.0,4.0
Oriente,App,Contra entrega,423.49,2.0,5.0
Centro,Web,Tarjeta,101.07,6.0,4.0
Norte,Web,Contra entrega,118.01,4.0,4.0
Sur,Web,Tarjeta,160.58,5.0,5.0
Norte,Web,Billetera digital,166.69,1.0,5.0
Lima,Web,Billetera digital,165.91,3.0,3.0
Oriente,Web,Billetera digital,43.15,2.0,5.0
Lima,Web,Tarjeta,154.26,1.0,5.0
Lima,Web,Tarjeta,133.57,2.0,4.0
Centro,Web,Billetera digital,31.94,3.0,4.0
Oriente,Web,Contra entrega,114.84,2.0,3.0
Lima,Web,Billetera digital,107.79,3.0,5.0
Oriente,Web,Contra entrega,92.76,6.0,2.0
Sur,App,Billetera digital,44.26,2.0,5.0
Sur,App,Tarjeta,50.65,7.0,4.0
Norte,Web,Tarjeta,77.29,7.0,2.0
Lima,Web,Billetera digital,118.59,3.0,5.0
Lima,Web,Billetera digital,233.83,2.0,4.0
Lima,App,Billetera digital,83.03,3.0,4.0
Lima,Web,Tarjeta,242.73,2.0,5.0
Lima,Web,Tarjeta,46.21,2.0,3.0
Lima,App,Contra entrega,302.54,1.0,3.0
Lima,App,Tarjeta,122.35,2.0,4.0
Norte,Web,Billetera digital,144.86,5.0,3.0
Sur,Web,Tarjeta,282.29,2.0,4.0
Norte,App,Tarjeta,87.06,5.0,4.0
Norte,App,Tarjeta,171.16,2.0,2.0
Sur,App,Billetera digital,151.31,6.0,3.0
Centro,Web,Contra entrega,106.18,3.0,4.0
Lima,Web,Tarjeta,132.75,2.0,5.0
Norte,Web,Tarjeta,63.06,4.0,5.0
Centro,Web,Billetera digital,105.32,3.0,5.0
Lima,App,Billetera digital,179.46,3.0,4.0
Norte,Web,Tarjeta,133.71,2.0,5.0
Sur,Web,Tarjeta,106.66,3.0,3.0
Lima,App,Tarjeta,142.98,1.0,5.0
Sur,App,Contra entrega,97.03,5.0,4.0
Centro,Web,Contra entrega,75.06,3.0,5.0
Sur,App,Contra entrega,194.05,5.0,5.0
Norte,Web,Billetera digital,74.21,4.0,5.0
Sur,Web,Tarjeta,206.84,3.0,4.0
Sur,Web,Contra entrega,86.91,3.0,3.0
Lima,Web,Contra entrega,485.61,3.0,4.0
Lima,Web,Billetera digital,162.24,2.0,3.0
Oriente,Web,Contra entrega,63.81,6.0,3.0
Norte,Web,Billetera digital,213.65,3.0,
Lima,Web,Billetera digital,108.48,2.0,4.0
Lima,Web,Billetera digital,164.9,3.0,5.0
Lima,App,Tarjeta,398.59,1.0,5.0
Norte,Web,Billetera digital,129.35,1.0,5.0
Norte,Web,Tarjeta,115.52,2.0,4.0
Lima,Web,Billetera digital,153.5,2.0,5.0
Lima,Web,Billetera digital,90.3,3.0,3.0
Oriente,Web,Contra entrega,117.08,5.0,4.0
Lima,Web,Billetera digital,41.29,2.0,4.0
Centro,App,Tarjeta,87.57,2.0,5.0
Lima,Web,Tarjeta,99.84,2.0,4.0
Norte,Web,Billetera digital,100.23,1.0,5.0
Sur,Web,Tarjeta,76.8,5.0,4.0
Sur,App,Billetera digital,85.21,5.0,5.0
Sur,App,Tarjeta,141.27,3.0,5.0
Lima,App,Billetera digital,96.16,4.0,5.0
Centro,App,Contra entrega,171.21,5.0,4.0
Norte,App,Contra entrega,338.91,2.0,5.0
Oriente,App,Billetera digital,183.51,11.0,2.0
Oriente,App,Tarjeta,272.75,3.0,5.0
Sur,App,Billetera digital,242.81,2.0,5.0
Sur,Web,Tarjeta,169.27,2.0,3.0
Oriente,Web,Tarjeta,68.39,13.0,2.0
Sur,Web,Billetera digital,90.4,2.0,3.0
Norte,Web,Billetera digital,99.17,4.0,3.0
Norte,App,Tarjeta,62.75,1.0,4.0
Norte,App,Contra entrega,100.7,4.0,4.0
Norte,App,Contra entrega,59.53,6.0,3.0
Norte,Web,Contra entrega,126.24,4.0,5.0
Lima,Web,Billetera digital,266.63,1.0,5.0
Lima,App,Tarjeta,84.39,1.0,4.0
Lima,Web,Billetera digital,76.39,2.0,4.0
Lima,Web,Billetera digital,157.56,3.0,4.0
Sur,Web,Billetera digital,136.95,1.0,5.0
Oriente,Web,Billetera digital,283.81,5.0,4.0
Lima,Web,Billetera digital,128.51,2.0,
Sur,App,Tarjeta,199.29,3.0,4.0
Lima,Web,Tarjeta,121.76,2.0,5.0
Sur,Web,Billetera digital,286.26,1.0,3.0
Lima,App,Billetera digital,190.06,2.0,4.0
Norte,App,Contra entrega,198.16,2.0,5.0
Norte,Web,Billetera digital,219.98,2.0,5.0
Centro,App,Billetera digital,70.89,4.0,4.0
Lima,Web,Contra entrega,148.47,2.0,5.0
Norte,Web,Tarjeta,86.14,4.0,5.0
Centro,Web,Contra entrega,191.89,5.0,3.0
Sur,App,Tarjeta,139.12,8.0,3.0
Lima,Web,Billetera digital,140.03,1.0,5.0
Centro,Web,Tarjeta,112.71,4.0,4.0
Lima,Web,Billetera digital,90.6,1.0,3.0
Lima,Web,Billetera digital,181.08,1.0,5.0
Lima,Web,Billetera digital,138.02,1.0,4.0
Sur,Web,Tarjeta,185.65,4.0,3.0
Centro,Web,Billetera digital,115.93,3.0,5.0
Centro,Web,Tarjeta,160.56,2.0,4.0
Sur,Web,Billetera digital,50.14,6.0,4.0
Centro,App,Billetera digital,157.84,4.0,3.0
Centro,App,Billetera digital,107.64,3.0,3.0
Norte,App,Tarjeta,120.22,3.0,
Norte,App,Tarjeta,284.52,4.0,5.0
Oriente,App,Billetera digital,297.85,5.0,4.0
Norte,Web,Billetera digital,86.93,2.0,5.0
Lima,Web,Tarjeta,170.38,3.0,4.0
Oriente,App,Tarjeta,121.51,12.0,4.0
Lima,App,Billetera digital,205.19,1.0,4.0
Norte,Web,Billetera digital,73.11,3.0,5.0
Centro,App,Contra entrega,99.39,2.0,2.0
Sur,App,Billetera digital,79.63,2.0,4.0
Norte,Web,Tarjeta,124.96,4.0,4.0
Norte,Web,Tarjeta,142.81,3.0,4.0
Lima,App,Billetera digital,56.48,2.0,5.0
Norte,App,Billetera digital,46.69,4.0,5.0
Sur,Web,Tarjeta,89.21,3.0,3.0
Norte,App,Contra entrega,276.77,5.0,4.0
Sur,App,Tarjeta,287.91,4.0,4.0
Oriente,App,Contra entrega,326.23,4.0,3.0
Norte,Web,Tarjeta,186.27,1.0,5.0
Sur,Web,Tarjeta,133.79,2.0,4.0
Centro,Web,Contra entrega,74.83,5.0,4.0
Norte,App,Contra entrega,79.2,1.0,5.0
Lima,Web,Tarjeta,81.31,1.0,4.0
Sur,Web,Billetera digital,167.94,2.0,4.0
Centro,Web,Contra entrega,109.75,3.0,4.0
Oriente,Web,Tarjeta,132.58,4.0,4.0
Lima,Web,Billetera digital,59.59,2.0,5.0
Norte,Web,Tarjeta,51.46,4.0,5.0
Lima,Web,Billetera digital,110.0,2.0,3.0
Norte,App,Tarjeta,142.91,3.0,4.0
Norte,Web,Tarjeta,253.26,4.0,4.0
Lima,App,Billetera digital,82.05,1.0,3.0
Oriente,App,Tarjeta,94.96,2.0,3.0
Sur,Web,Billetera digital,304.58,2.0,4.0
Lima,App,Billetera digital,108.69,3.0,5.0
Sur,App,Billetera digital,210.21,5.0,3.0
Lima,App,Billetera digital,210.53,1.0,5.0
Lima,Web,Tarjeta,312.91,1.0,5.0
Sur,App,Tarjeta,78.55,5.0,4.0
Sur,Web,Billetera digital,225.49,7.0,4.0
Sur,App,Billetera digital,95.82,4.0,4.0
Lima,Web,Tarjeta,270.67,2.0,5.0
Lima,App,Contra entrega,122.51,3.0,5.0
Lima,App,Tarjeta,162.37,2.0,5.0
Sur,Web,Tarjeta,119.85,2.0,4.0
Centro,App,Billetera digital,204.06,10.0,3.0
Centro,Web,Billetera digital,133.28,8.0,4.0
Oriente,App,Contra entrega,83.02,5.0,5.0
Lima,Web,Tarjeta,188.86,2.0,4.0
Centro,Web,Billetera digital,139.58,2.0,5.0
Oriente,App,Tarjeta,74.5,4.0,4.0
Lima,App,Tarjeta,77.39,2.0,4.0
Lima,Web,Tarjeta,136.1,1.0,4.0
Lima,Web,Tarjeta,107.58,3.0,4.0
Sur,Web,Tarjeta,114.64,12.0,2.0
Sur,Web,Billetera digital,134.72,3.0,4.0
Lima,Web,Billetera digital,350.36,2.0,5.0
Oriente,App,Tarjeta,55.6,3.0,4.0
Lima,Web,Tarjeta,119.65,2.0,4.0
Sur,App,Billetera digital,156.01,6.0,3.0
Lima,App,Tarjeta,337.71,2.0,4.0
Sur,Web,Contra entrega,233.93,3.0,5.0
Lima,Web,Billetera digital,317.8,1.0,5.0
Norte,Web,Billetera digital,96.9,2.0,5.0
Lima,Web,Billetera digital,155.09,1.0,4.0
Sur,Web,Tarjeta,110.84,3.0,3.0
Centro,App,Billetera digital,119.49,3.0,3.0
Lima,Web,Contra entrega,36.77,2.0,4.0
Oriente,App,Contra entrega,481.9,2.0,4.0
Norte,Web,Contra entrega,31.5,1.0,4.0
Lima,Web,Tarjeta,42.28,2.0,5.0
Lima,App,Tarjeta,218.03,2.0,3.0
Lima,Web,Tarjeta,105.1,2.0,5.0
Lima,Web,Tarjeta,180.54,2.0,5.0
Centro,App,Tarjeta,199.27,5.0,5.0
Lima,App,Billetera digital,101.2,2.0,4.0
Norte,Web,Tarjeta,157.66,3.0,4.0
Norte,App,Tarjeta,217.71,5.0,3.0
Norte,App,Tarjeta,79.6,1.0,3.0
Norte,App,Tarjeta,62.99,5.0,3.0
Lima,App,Contra entrega,95.58,1.0,5.0
Lima,App,Tarjeta,154.56,3.0,4.0
Sur,Web,Billetera digital,77.84,3.0,5.0
Centro,Web,Contra entrega,140.51,4.0,3.0
Norte,App,Billetera digital,486.06,3.0,4.0
Lima,Web,Billetera digital,153.53,2.0,4.0
Centro,App,Tarjeta,80.29,7.0,
Lima,Web,Contra entrega,192.58,1.0,4.0
Norte,App,Contra entrega,117.09,4.0,3.0
Oriente,App,Contra entrega,186.53,3.0,4.0
Lima,App,Tarjeta,137.02,2.0,
Lima,Web,Tarjeta,146.44,1.0,4.0
Lima,Web,Billetera digital,129.53,5.0,4.0
Norte,Web,Tarjeta,85.39,7.0,3.0
Centro,Web,Billetera digital,238.7,4.0,4.0
Sur,Web,Billetera digital,48.06,2.0,4.0
Lima,Web,Tarjeta,151.62,2.0,4.0
Lima,App,Tarjeta,132.77,1.0,5.0
Norte,Web,Billetera digital,253.16,4.0,5.0
Norte,Web,Tarjeta,93.01,2.0,4.0
Lima,Web,Billetera digital,146.18,2.0,4.0
Norte,Web,Tarjeta,186.14,2.0,4.0
Sur,Web,Contra entrega,96.93,3.0,4.0
Lima,App,Tarjeta,218.92,2.0,4.0
Sur,App,Billetera digital,133.45,5.0,5.0
Lima,App,Contra entrega,110.36,2.0,5.0
Lima,Web,Tarjeta,86.73,2.0,3.0
Norte,Web,Billetera digital,105.98,2.0,5.0
Sur,Web,Tarjeta,486.45,2.0,4.0
Norte,App,Tarjeta,115.43,3.0,4.0
Norte,App,Contra entrega,118.77,5.0,4.0
Lima,App,Tarjeta,124.02,2.0,4.0
Norte,App,Tarjeta,142.72,6.0,4.0
Norte,App,Tarjeta,54.95,3.0,3.0
Lima,App,Billetera digital,81.24,2.0,5.0
Sur,Web,Billetera digital,131.42,3.0,5.0
Lima,App,Billetera digital,140.11,2.0,5.0
Norte,App,Tarjeta,161.52,4.0,4.0
Norte,App,Billetera digital,227.85,2.0,4.0
Sur,Web,Contra entrega,130.32,6.0,3.0
Centro,Web,Billetera digital,43.56,4.0,3.0
Sur,Web,Contra entrega,361.52,5.0,5.0
Lima,Web,Tarjeta,290.46,1.0,4.0
Lima,App,Billetera digital,215.55,2.0,5.0
Lima,App,Billetera digital,94.31,2.0,4.0
Lima,Web,Billetera digital,397.8,1.0,5.0
Sur,App,Tarjeta,130.46,2.0,5.0
Norte,App,Tarjeta,267.32,5.0,4.0
Norte,App,Tarjeta,207.14,3.0,
Norte,Web,Billetera digital,544.04,2.0,5.0
Lima,Web,Billetera digital,254.39,2.0,5.0
Centro,App,Tarjeta,100.62,4.0,3.0
Sur,Web,Tarjeta,127.83,1.0,4.0
Sur,App,Billetera digital,30.81,2.0,4.0
Oriente,Web,Contra entrega,272.17,6.0,5.0
Sur,App,Billetera digital,84.0,3.0,5.0
Sur,Web,Billetera digital,433.64,6.0,4.0
Sur,Web,Tarjeta,124.72,3.0,4.0
Norte,App,Billetera digital,153.01,2.0,4.0
Oriente,App,Contra entrega,155.75,6.0,4.0
Lima,Web,Tarjeta,246.88,3.0,4.0
Lima,Web,Tarjeta,58.13,1.0,5.0
Lima,Web,Billetera digital,264.89,2.0,4.0
Oriente,Web,Contra entrega,45.36,3.0,5.0
Lima,App,Tarjeta,87.28,1.0,5.0
Centro,Web,Contra entrega,77.37,3.0,4.0
Lima,Web,Billetera digital,296.97,2.0,4.0
Oriente,App,Billetera digital,97.78,3.0,5.0
Lima,Web,Billetera digital,191.7,2.0,4.0
Lima,Web,Billetera digital,149.2,2.0,5.0
Sur,Web,Contra entrega,76.54,6.0,3.0
Lima,Web,Contra entrega,236.73,1.0,4.0
Lima,App,Tarjeta,177.25,1.0,4.0
Lima,App,Billetera digital,114.25,1.0,4.0
Lima,Web,Tarjeta,38.87,4.0,4.0
Centro,Web,Billetera digital,70.63,2.0,5.0
Norte,Web,Billetera digital,142.63,2.0,4.0
Sur,App,Billetera digital,513.63,6.0,4.0
Lima,Web,Tarjeta,139.77,2.0,4.0
Norte,App,Contra entrega,64.11,4.0,5.0
Centro,App,Billetera digital,541.84,2.0,4.0
Centro,Web,Tarjeta,158.09,4.0,4.0
Norte,Web,Billetera digital,211.09,3.0,4.0
Sur,App,Billetera digital,136.24,2.0,4.0
Lima,Web,Billetera digital,152.16,1.0,4.0
Lima,App,Tarjeta,305.74,1.0,5.0
Norte,Web,Tarjeta,72.36,4.0,5.0
Lima,Web,Billetera digital,156.85,2.0,5.0
Lima,App,Tarjeta,164.01,1.0,5.0
Sur,Web,Tarjeta,144.65,6.0,3.0
Lima,Web,Contra entrega,163.42,2.0,5.0
Centro,App,Tarjeta,73.47,6.0,4.0
Lima,Web,Billetera digital,124.1,1.0,5.0
Sur,Web,Tarjeta,121.45,2.0,3.0
Norte,App,Tarjeta,62.89,9.0,2.0
Sur,Web,Billetera digital,130.57,2.0,5.0
Lima,App,Tarjeta,93.67,3.0,5.0
Lima,App,Tarjeta,284.61,2.0,5.0
Norte,App,Billetera digital,201.28,2.0,3.0
Oriente,Web,Billetera digital,123.18,4.0,4.0
Sur,App,Tarjeta,240.66,6.0,3.0
Lima,App,Billetera digital,91.24,1.0,4.0
Lima,Web,Billetera digital,140.36,3.0,3.0
Lima,App,Tarjeta,169.51,2.0,4.0
Lima,Web,Tarjeta,217.64,1.0,4.0
Lima,Web,Tarjeta,142.24,3.0,3.0
Oriente,App,Tarjeta,112.15,3.0,4.0
Lima,App,Tarjeta,325.82,3.0,4.0
Norte,App,Billetera digital,168.83,1.0,4.0
Lima,App,Tarjeta,104.74,2.0,5.0
Lima,App,Tarjeta,288.16,2.0,4.0
Norte,Web,Billetera digital,194.48,4.0,4.0
Lima,App,Billetera digital,124.48,3.0,5.0
Lima,App,Tarjeta,193.12,2.0,3.0
Sur,App,Billetera digital,89.35,4.0,3.0
Oriente,Web,Billetera digital,53.86,9.0,1.0
Lima,Web,Billetera digital,107.16,1.0,5.0
Lima,App,Tarjeta,213.11,4.0,4.0
Sur,App,Billetera digital,309.74,7.0,4.0
Norte,Web,Billetera digital,239.65,1.0,5.0
Lima,Web,Tarjeta,150.74,2.0,5.0
Lima,App,Contra entrega,144.92,1.0,5.0
Oriente,App,Billetera digital,130.11,3.0,5.0
Sur,App,Tarjeta,115.63,3.0,5.0
Norte,Web,Tarjeta,154.61,1.0,4.0
Lima,App,Tarjeta,66.79,3.0,4.0
Centro,Web,Billetera digital,59.94,6.0,3.0
Lima,Web,Billetera digital,137.91,1.0,5.0
Lima,App,Tarjeta,243.89,1.0,5.0
Sur,Web,Billetera digital,146.28,4.0,4.0
Sur,App,Tarjeta,127.76,5.0,4.0
Lima,App,Billetera digital,88.55,2.0,4.0
Norte,App,Contra entrega,131.66,4.0,4.0
Lima,Web,Contra entrega,145.04,1.0,4.0
Oriente,App,Contra entrega,133.11,2.0,4.0
Lima,Web,Contra entrega,554.64,1.0,
Lima,App,Tarjeta,71.41,2.0,3.0
Sur,App,Billetera digital,66.88,2.0,5.0
Centro,Web,Billetera digital,195.63,1.0,4.0
Norte,Web,Billetera digital,125.51,2.0,5.0
Norte,App,Billetera digital,154.57,2.0,3.0
Lima,Web,Tarjeta,101.77,2.0,4.0
Lima,Web,Tarjeta,242.27,2.0,3.0
Sur,App,Contra entrega,149.37,4.0,3.0
Lima,Web,Tarjeta,234.47,1.0,5.0
Oriente,Web,Tarjeta,97.56,6.0,4.0
Oriente,Web,Billetera digital,138.83,4.0,3.0
Norte,Web,Billetera digital,80.52,2.0,4.0
Lima,Web,Tarjeta,127.09,2.0,4.0
Centro,Web,Billetera digital,57.69,2.0,3.0
Sur,App,Billetera digital,326.8,2.0,3.0
Sur,Web,Billetera digital,174.18,3.0,4.0
Lima,App,Billetera digital,175.0,1.0,5.0
Norte,Web,Contra entrega,179.81,2.0,4.0
Sur,Web,Contra entrega,140.89,2.0,5.0
Lima,Web,Contra entrega,109.68,1.0,4.0
Lima,App,Contra entrega,96.93,3.0,4.0
Lima,App,Tarjeta,290.71,3.0,4.0
Sur,Web,Tarjeta,56.62,2.0,2.0
Lima,App,Billetera digital,129.9,2.0,4.0
Sur,App,Contra entrega,119.72,3.0,5.0
Norte,App,Billetera digital,100.07,2.0,3.0
Sur,Web,Tarjeta,176.38,1.0,5.0
Lima,Web,Billetera digital,114.55,1.0,4.0
Oriente,App,Tarjeta,171.72,5.0,3.0
Lima,Web,Billetera digital,414.45,3.0,4.0
Centro,Web,Billetera digital,97.48,2.0,3.0
Lima,Web,Contra entrega,191.66,1.0,5.0
Sur,App,Tarjeta,100.29,2.0,4.0
Lima,Web,Tarjeta,117.59,2.0,5.0
Lima,Web,Billetera digital,134.85,3.0,5.0
Centro,App,Tarjeta,275.71,2.0,4.0
Lima,Web,Billetera digital,124.03,3.0,4.0
Norte,App,Billetera digital,167.52,2.0,4.0
Norte,App,Billetera digital,122.72,2.0,4.0
Lima,Web,Contra entrega,259.01,2.0,4.0
Sur,App,Tarjeta,76.71,3.0,3.0
Oriente,App,Tarjeta,106.51,3.0,3.0
Lima,Web,Billetera digital,124.71,2.0,4.0
Centro,Web,Billetera digital,868.96,2.0,4.0
Lima,Web,Billetera digital,125.87,2.0,5.0
Norte,App,Tarjeta,190.19,4.0,4.0
Lima,App,Tarjeta,386.76,1.0,5.0
Lima,Web,Billetera digital,177.12,1.0,5.0
Norte,Web,Tarjeta,195.54,2.0,5.0
Lima,App,Tarjeta,80.54,1.0,
Oriente,App,Tarjeta,389.54,3.0,4.0
Sur,App,Contra entrega,43.83,2.0,5.0
Lima,Web,Tarjeta,146.42,3.0,3.0
Norte,Web,Tarjeta,105.01,2.0,5.0
Lima,App,Billetera digital,106.67,2.0,4.0
Sur,App,Contra entrega,159.68,8.0,2.0
Centro,Web,Billetera digital,45.62,4.0,3.0
Sur,Web,Contra entrega,184.23,3.0,4.0
Lima,App,Tarjeta,276.9,2.0,5.0
Lima,App,Billetera digital,180.23,2.0,5.0
Sur,Web,Tarjeta,538.94,3.0,4.0
Lima,App,Tarjeta,473.87,2.0,4.0
Centro,Web,Contra entrega,132.58,6.0,4.0
Norte,Web,Billetera digital,95.3,3.0,5.0
Norte,Web,Contra entrega,213.59,4.0,4.0
Sur,Web,Billetera digital,183.19,1.0,5.0
Centro,Web,Contra entrega,286.72,3.0,4.0
Norte,App,Contra entrega,231.62,2.0,4.0
Norte,App,Contra entrega,198.45,5.0,3.0
Lima,Web,Tarjeta,155.52,4.0,5.0
Centro,Web,Contra entrega,65.61,4.0,4.0
Centro,App,Billetera digital,154.37,2.0,5.0
Lima,App,Billetera digital,101.92,3.0,5.0
Lima,Web,Tarjeta,118.65,1.0,5.0
Centro,App,Contra entrega,95.0,6.0,4.0
Norte,Web,Billetera digital,55.16,4.0,4.0
Lima,App,Tarjeta,114.28,1.0,4.0
Lima,Web,Tarjeta,220.78,1.0,4.0
Sur,App,Tarjeta,72.46,2.0,5.0
Sur,Web,Contra entrega,98.83,2.0,4.0
Lima,Web,Tarjeta,176.87,1.0,4.0
Lima,Web,Billetera digital,324.49,2.0,5.0
Centro,Web,Billetera digital,64.31,5.0,5.0
Centro,App,Tarjeta,139.55,6.0,3.0
Sur,App,Billetera digital,269.18,2.0,4.0
Sur,App,Tarjeta,71.12,3.0,4.0
Sur,Web,Tarjeta,107.82,2.0,5.0
Centro,App,Tarjeta,147.99,2.0,4.0
Lima,Web,Tarjeta,87.96,1.0,5.0
Lima,App,Billetera digital,151.75,2.0,5.0
Lima,Web,Tarjeta,165.27,2.0,4.0
Norte,Web,Tarjeta,109.9,4.0,2.0
Lima,Web,Tarjeta,318.66,2.0,3.0
Centro,Web,Contra entrega,64.49,3.0,4.0
Lima,App,Tarjeta,86.41,3.0,5.0
Sur,Web,Billetera digital,140.3,5.0,3.0
Lima,Web,Tarjeta,50.7,3.0,3.0
Lima,App,Billetera digital,100.35,1.0,5.0
Lima,App,Billetera digital,95.52,1.0,4.0
Lima,Web,Contra entrega,64.22,1.0,4.0
Lima,App,Tarjeta,479.14,2.0,3.0
Lima,Web,Billetera digital,49.13,1.0,5.0
Oriente,App,Contra entrega,131.62,4.0,5.0
Lima,Web,Contra entrega,246.66,1.0,5.0
Norte,Web,Contra entrega,110.51,3.0,5.0
Lima,App,Contra entrega,137.93,2.0,4.0
Lima,App,Billetera digital,99.75,3.0,3.0
Norte,Web,Tarjeta,150.33,6.0,3.0
Lima,App,Contra entrega,200.36,1.0,5.0
Lima,App,Tarjeta,110.09,2.0,4.0
Lima,App,Billetera digital,130.75,1.0,5.0
Sur,App,Billetera digital,158.87,3.0,4.0
