transaccion_id,tipo_operacion,version_api,datacenter,hora,franja,latencia_ms,error,satisfaccion
T500397,Pago de servicios,v2,Arequipa,15,Normal,389.1,0,4.0
T500398,Transferencia,v1,Lima,11,Normal,170.9,0,5.0
T500399,Pago de servicios,v1,Lima,14,Normal,979.3,0,3.0
T500400,Consulta de saldo,v1,Lima,9,Pico,83.9,0,4.0
T500401,Recarga celular,v1,Trujillo,6,Normal,125.7,0,4.0
T500402,Consulta de saldo,v2,Trujillo,1,Normal,223.1,0,4.0
T500403,Transferencia,v2,Lima,5,Normal,281.1,0,5.0
T500404,Pago QR,v1,Lima,0,Normal,152.2,0,5.0
T500405,Transferencia,v1,Arequipa,13,Normal,115.7,0,5.0
T500406,Recarga celular,v1,Trujillo,18,Pico,289.0,0,5.0
T500407,Pago de servicios,v1,Arequipa,0,Normal,438.3,0,3.0
T500408,Pago QR,v2,Arequipa,13,Normal,145.6,0,4.0
T500409,Consulta de saldo,v2,Arequipa,19,Pico,186.0,0,4.0
T500410,Transferencia,v2,Arequipa,17,Normal,342.3,0,4.0
T500411,Pago QR,v1,Lima,22,Normal,66.8,0,5.0
T500412,Pago de servicios,v2,Lima,14,Normal,241.4,0,4.0
T500413,Pago de servicios,v1,Lima,0,Normal,634.4,0,4.0
T500414,Pago QR,v1,Trujillo,0,Normal,179.2,0,3.0
T500415,Pago QR,v1,Lima,20,Pico,182.3,0,5.0
T500416,Pago de servicios,v1,Arequipa,17,Normal,586.1,1,3.0
T500417,Transferencia,v2,Lima,5,Normal,408.8,0,4.0
T500418,Recarga celular,v2,Arequipa,0,Normal,130.1,0,3.0
T500419,Consulta de saldo,v2,Lima,16,Normal,87.4,0,5.0
T500420,Consulta de saldo,v2,Trujillo,10,Pico,79.8,0,4.0
T500421,Recarga celular,v2,Lima,14,Normal,206.0,0,4.0
T500422,Recarga celular,v2,Trujillo,15,Normal,147.2,0,4.0
T500423,Transferencia,v1,Arequipa,10,Pico,150.2,1,4.0
T500424,Recarga celular,v1,Lima,20,Pico,116.0,0,5.0
T500425,Transferencia,v1,Lima,1,Normal,449.3,0,4.0
T500426,Recarga celular,v1,Lima,10,Pico,146.5,0,4.0
T500427,Recarga celular,v1,Lima,4,Normal,363.6,0,3.0
T500428,Consulta de saldo,v1,Lima,21,Pico,115.5,0,5.0
T500429,Consulta de saldo,v2,Trujillo,20,Pico,136.0,0,4.0
T500430,Pago QR,v2,Trujillo,23,Normal,76.3,0,4.0
T500431,Transferencia,v1,Arequipa,18,Pico,347.3,0,5.0
T500432,Transferencia,v2,Lima,21,Pico,240.2,0,5.0
T500433,Consulta de saldo,v1,Trujillo,9,Pico,73.6,0,5.0
T500434,Recarga celular,v2,Trujillo,5,Normal,149.0,0,5.0
T500435,Transferencia,v2,Lima,3,Normal,437.7,0,4.0
T500436,Pago QR,v1,Trujillo,19,Pico,214.6,0,5.0
T500437,Pago QR,v2,Lima,18,Pico,196.4,0,4.0
T500438,Pago de servicios,v1,Arequipa,9,Pico,342.7,0,5.0
T500439,Transferencia,v2,Trujillo,8,Pico,732.5,0,4.0
T500440,Consulta de saldo,v1,Lima,11,Normal,173.5,0,5.0
T500441,Transferencia,v1,Lima,7,Normal,211.7,0,3.0
T500442,Pago de servicios,v1,Arequipa,18,Pico,349.2,1,3.0
T500443,Transferencia,v1,Lima,18,Pico,744.5,0,3.0
T500444,Recarga celular,v2,Arequipa,5,Normal,194.0,0,4.0
T500445,Consulta de saldo,v1,Lima,15,Normal,150.8,0,4.0
T500446,Pago QR,v2,Lima,6,Normal,174.4,0,5.0
T500447,Consulta de saldo,v2,Lima,10,Pico,190.4,0,4.0
T500448,Recarga celular,v1,Arequipa,2,Normal,245.6,0,4.0
T500449,Transferencia,v1,Trujillo,8,Pico,370.9,0,4.0
T500450,Pago de servicios,v1,Trujillo,14,Normal,526.4,0,4.0
T500451,Pago QR,v2,Arequipa,14,Normal,177.4,0,4.0
T500452,Transferencia,v2,Arequipa,12,Normal,237.1,0,5.0
T500453,Consulta de saldo,v2,Arequipa,8,Pico,134.8,0,4.0
T500454,Pago de servicios,v1,Trujillo,4,Normal,186.0,0,4.0
T500455,Pago de servicios,v2,Arequipa,11,Normal,233.5,0,3.0
T500456,Recarga celular,v1,Trujillo,18,Pico,246.8,0,5.0
T500457,Transferencia,v2,Lima,4,Normal,232.0,0,4.0
T500458,Pago QR,v1,Trujillo,15,Normal,301.7,0,3.0
T500459,Transferencia,v1,Trujillo,7,Normal,461.0,0,
T500460,Pago QR,v2,Lima,18,Pico,275.7,0,5.0
T500461,Recarga celular,v2,Lima,14,Normal,190.0,0,4.0
T500462,Recarga celular,v2,Lima,15,Normal,151.9,0,4.0
T500463,Pago de servicios,v2,Trujillo,17,Normal,96.9,0,5.0
T500464,Consulta de saldo,v1,Arequipa,1,Normal,160.6,0,4.0
T500465,Pago de servicios,v1,Trujillo,7,Normal,367.3,0,4.0
T500466,Consulta de saldo,v1,Arequipa,8,Pico,130.4,0,5.0
T500467,Pago QR,v2,Arequipa,5,Normal,280.6,0,5.0
T500468,Transferencia,v1,Lima,7,Normal,283.4,0,4.0
T500469,Recarga celular,v1,Lima,15,Normal,263.5,0,4.0
T500470,Pago QR,v2,Trujillo,12,Normal,170.1,0,5.0
T500471,Pago QR,v2,Trujillo,2,Normal,197.9,0,4.0
T500472,Transferencia,v2,Lima,23,Normal,298.9,0,4.0
T500473,Consulta de saldo,v1,Lima,7,Normal,63.6,0,5.0
T500474,Consulta de saldo,v2,Lima,6,Normal,77.5,0,4.0
T500475,Transferencia,v1,Trujillo,9,Pico,261.3,0,4.0
T500476,Transferencia,v1,Lima,9,Pico,358.1,0,4.0
T500477,Recarga celular,v2,Arequipa,18,Pico,164.8,0,3.0
T500478,Transferencia,v1,Arequipa,2,Normal,112.0,0,4.0
T500479,Pago de servicios,v1,Arequipa,9,Pico,529.7,0,2.0
T500480,Recarga celular,v2,Arequipa,22,Normal,179.5,0,4.0
T500481,Pago QR,v1,Lima,22,Normal,151.1,0,4.0
T500482,Transferencia,v2,Lima,11,Normal,421.2,0,3.0
T500483,Consulta de saldo,v1,Trujillo,20,Pico,92.9,0,5.0
T500484,Pago QR,v2,Lima,14,Normal,211.0,0,4.0
T500485,Consulta de saldo,v2,Lima,10,Pico,122.1,0,4.0
T500486,Pago QR,v2,Lima,13,Normal,136.3,0,4.0
T500487,Transferencia,v1,Lima,10,Pico,821.4,0,3.0
T500488,Pago QR,v2,Arequipa,4,Normal,124.3,0,5.0
T500489,Recarga celular,v2,Arequipa,14,Normal,138.6,0,4.0
T500490,Consulta de saldo,v1,Lima,22,Normal,108.3,0,5.0
T500491,Pago de servicios,v1,Arequipa,19,Pico,437.1,0,3.0
T500492,Transferencia,v1,Lima,23,Normal,249.3,0,4.0
T500493,Consulta de saldo,v1,Arequipa,4,Normal,188.4,0,4.0
T500494,Consulta de saldo,v2,Lima,21,Pico,227.0,0,4.0
T500495,Recarga celular,v2,Lima,9,Pico,123.7,0,4.0
T500496,Transferencia,v2,Arequipa,13,Normal,246.0,0,5.0
T500497,Consulta de saldo,v2,Arequipa,13,Normal,97.5,0,4.0
T500498,Transferencia,v2,Arequipa,8,Pico,440.2,0,4.0
T500499,Pago de servicios,v2,Lima,16,Normal,241.1,0,4.0
T500500,Transferencia,v2,Lima,6,Normal,479.4,0,4.0
T500501,Pago de servicios,v1,Lima,16,Normal,414.8,0,4.0
T500502,Recarga celular,v2,Lima,7,Normal,182.1,0,4.0
T500503,Pago de servicios,v1,Arequipa,6,Normal,370.2,0,4.0
T500504,Transferencia,v1,Trujillo,13,Normal,614.3,0,2.0
T500505,Consulta de saldo,v1,Arequipa,9,Pico,93.8,0,3.0
T500506,Pago QR,v1,Lima,15,Normal,86.3,0,4.0
T500507,Pago de servicios,v2,Lima,4,Normal,139.8,0,4.0
T500508,Recarga celular,v2,Lima,23,Normal,164.5,0,5.0
T500509,Transferencia,v2,Lima,5,Normal,143.1,0,4.0
T500510,Pago de servicios,v1,Arequipa,14,Normal,376.1,0,5.0
T500511,Transferencia,v1,Trujillo,7,Normal,158.8,1,4.0
T500512,Pago QR,v1,Trujillo,7,Normal,131.7,0,5.0
T500513,Pago QR,v2,Arequipa,10,Pico,259.3,0,4.0
T500514,Pago QR,v1,Trujillo,21,Pico,273.4,0,4.0
T500515,Pago QR,v2,Lima,13,Normal,158.3,0,5.0
T500516,Recarga celular,v2,Trujillo,23,Normal,80.0,0,4.0
T500517,Transferencia,v2,Arequipa,1,Normal,184.6,0,3.0
T500518,Consulta de saldo,v2,Arequipa,21,Pico,157.6,0,3.0
T500519,Transferencia,v1,Arequipa,13,Normal,159.8,0,4.0
T500520,Transferencia,v2,Trujillo,10,Pico,333.4,0,4.0
T500521,Consulta de saldo,v1,Lima,8,Pico,59.0,0,5.0
T500522,Consulta de saldo,v1,Arequipa,18,Pico,105.3,0,5.0
T500523,Pago QR,v2,Lima,10,Pico,96.7,0,5.0
T500524,Pago QR,v2,Arequipa,23,Normal,174.6,0,5.0
T500525,Pago QR,v2,Trujillo,19,Pico,501.9,0,4.0
T500526,Pago de servicios,v1,Trujillo,14,Normal,623.8,0,4.0
T500527,Pago QR,v2,Lima,1,Normal,259.9,0,4.0
T500528,Pago de servicios,v2,Trujillo,5,Normal,188.9,0,4.0
T500529,Pago QR,v1,Trujillo,6,Normal,230.3,0,5.0
T500530,Pago de servicios,v1,Trujillo,7,Normal,351.7,0,5.0
T500531,Pago QR,v2,Trujillo,0,Normal,195.7,0,5.0
T500532,Pago QR,v1,Lima,4,Normal,131.2,0,5.0
T500533,Pago de servicios,v2,Lima,1,Normal,171.5,0,4.0
T500534,Recarga celular,v1,Lima,3,Normal,65.1,0,5.0
T500535,Transferencia,v1,Lima,17,Normal,215.5,0,4.0
T500536,Pago QR,v2,Lima,7,Normal,98.1,0,5.0
T500537,Pago QR,v1,Lima,19,Pico,150.7,0,4.0
T500538,Pago QR,v2,Lima,11,Normal,103.8,0,4.0
T500539,Pago QR,v2,Trujillo,14,Normal,129.7,0,4.0
T500540,Transferencia,v1,Trujillo,14,Normal,972.0,0,4.0
T500541,Pago de servicios,v2,Trujillo,17,Normal,188.8,0,5.0
T500542,Consulta de saldo,v1,Lima,13,Normal,72.6,0,
T500543,Pago de servicios,v1,Lima,3,Normal,269.9,0,4.0
T500544,Recarga celular,v2,Lima,18,Pico,250.3,0,3.0
T500545,Transferencia,v2,Trujillo,2,Normal,501.3,0,2.0
T500546,Pago de servicios,v2,Trujillo,13,Normal,119.5,0,4.0
T500547,Consulta de saldo,v2,Trujillo,12,Normal,133.3,0,4.0
T500548,Transferencia,v1,Arequipa,1,Normal,459.0,1,2.0
T500549,Consulta de saldo,v1,Arequipa,16,Normal,63.0,0,4.0
T500550,Transferencia,v2,Lima,3,Normal,96.8,0,5.0
T500551,Pago de servicios,v1,Arequipa,2,Normal,176.3,0,4.0
T500552,Transferencia,v1,Lima,13,Normal,348.7,0,4.0
T500553,Pago de servicios,v1,Trujillo,10,Pico,309.6,0,5.0
T500554,Recarga celular,v2,Trujillo,18,Pico,132.1,0,4.0
T500555,Transferencia,v1,Arequipa,16,Normal,325.1,0,4.0
T500556,Recarga celular,v1,Lima,7,Normal,288.0,0,5.0
T500557,Recarga celular,v1,Lima,4,Normal,456.4,0,4.0
T500558,Pago de servicios,v1,Trujillo,20,Pico,522.2,0,4.0
T500559,Pago QR,v1,Arequipa,23,Normal,299.7,0,5.0
T500560,Pago de servicios,v2,Arequipa,21,Pico,188.4,0,5.0
T500561,Consulta de saldo,v1,Trujillo,9,Pico,191.1,0,4.0
T500562,Pago de servicios,v1,Trujillo,6,Normal,657.0,0,4.0
T500563,Consulta de saldo,v1,Arequipa,13,Normal,158.0,0,5.0
T500564,Pago QR,v2,Trujillo,17,Normal,312.9,0,4.0
T500565,Pago de servicios,v2,Trujillo,23,Normal,430.4,0,2.0
T500566,Recarga celular,v2,Trujillo,23,Normal,89.4,0,5.0
T500567,Recarga celular,v1,Lima,17,Normal,87.0,0,5.0
T500568,Pago QR,v1,Trujillo,12,Normal,241.9,0,3.0
T500569,Recarga celular,v1,Arequipa,6,Normal,341.8,0,
T500570,Consulta de saldo,v1,Trujillo,18,Pico,120.5,0,4.0
T500571,Pago QR,v1,Lima,0,Normal,124.6,0,5.0
T500572,Consulta de saldo,v1,Trujillo,0,Normal,72.4,0,5.0
T500573,Transferencia,v2,Arequipa,17,Normal,99.0,0,5.0
T500574,Pago de servicios,v2,Arequipa,6,Normal,445.8,0,4.0
T500575,Transferencia,v2,Arequipa,3,Normal,385.0,0,5.0
T500576,Consulta de saldo,v2,Lima,6,Normal,75.9,0,4.0
T500577,Recarga celular,v2,Arequipa,6,Normal,188.9,0,4.0
T500578,Pago QR,v2,Arequipa,12,Normal,149.9,0,3.0
T500579,Pago QR,v2,Arequipa,15,Normal,180.4,0,5.0
T500580,Transferencia,v2,Lima,21,Pico,316.7,0,5.0
T500581,Transferencia,v1,Trujillo,21,Pico,243.2,0,4.0
T500582,Pago QR,v1,Arequipa,12,Normal,220.8,0,4.0
T500583,Pago de servicios,v1,Lima,17,Normal,309.5,0,4.0
T500584,Pago de servicios,v2,Lima,20,Pico,539.6,0,4.0
T500585,Pago QR,v2,Arequipa,21,Pico,407.6,1,3.0
T500586,Pago de servicios,v1,Lima,7,Normal,644.8,0,4.0
T500587,Consulta de saldo,v2,Trujillo,19,Pico,149.4,0,5.0
T500588,Consulta de saldo,v2,Lima,2,Normal,55.5,0,4.0
T500589,Transferencia,v2,Lima,19,Pico,460.3,0,4.0
T500590,Pago QR,v1,Arequipa,18,Pico,107.4,0,5.0
T500591,Pago QR,v2,Lima,0,Normal,263.8,0,5.0
T500592,Pago de servicios,v1,Trujillo,7,Normal,874.1,0,2.0
T500593,Pago de servicios,v2,Arequipa,20,Pico,442.9,0,3.0
T500594,Pago de servicios,v1,Lima,9,Pico,358.3,0,3.0
T500595,Pago QR,v1,Lima,5,Normal,121.8,0,5.0
T500596,Pago de servicios,v2,Lima,14,Normal,379.9,0,3.0
T500597,Transferencia,v1,Trujillo,18,Pico,637.7,0,3.0
T500598,Pago QR,v2,Lima,8,Pico,359.3,0,4.0
T500599,Pago de servicios,v1,Lima,16,Normal,320.2,0,3.0
T500600,Pago QR,v2,Lima,11,Normal,226.4,0,4.0
T500601,Consulta de saldo,v1,Arequipa,6,Normal,132.5,0,5.0
T500602,Recarga celular,v1,Lima,6,Normal,167.6,0,4.0
T500603,Recarga celular,v2,Lima,7,Normal,172.5,0,5.0
T500604,Consulta de saldo,v2,Lima,9,Pico,229.1,0,4.0
T500605,Recarga celular,v1,Arequipa,2,Normal,147.7,0,5.0
T500606,Transferencia,v1,Lima,7,Normal,466.1,0,4.0
T500607,Consulta de saldo,v1,Trujillo,2,Normal,114.0,0,5.0
T500608,Recarga celular,v1,Lima,10,Pico,280.4,0,4.0
T500609,Consulta de saldo,v2,Arequipa,4,Normal,218.1,0,4.0
T500610,Transferencia,v1,Lima,20,Pico,341.9,0,5.0
T500611,Transferencia,v2,Trujillo,9,Pico,296.7,0,4.0
T500612,Transferencia,v1,Trujillo,21,Pico,1063.9,0,1.0
T500613,Pago QR,v1,Lima,21,Pico,158.1,0,4.0
T500614,Transferencia,v2,Lima,12,Normal,357.0,0,3.0
T500615,Transferencia,v2,Trujillo,3,Normal,207.0,0,4.0
T500616,Pago QR,v2,Arequipa,10,Pico,197.8,0,4.0
T500617,Pago QR,v1,Lima,16,Normal,104.5,0,3.0
T500618,Transferencia,v1,Lima,14,Normal,255.4,0,4.0
T500619,Pago QR,v1,Lima,6,Normal,139.7,0,4.0
T500620,Recarga celular,v2,Arequipa,3,Normal,180.7,0,5.0
T500621,Consulta de saldo,v1,Arequipa,19,Pico,167.1,0,5.0
T500622,Consulta de saldo,v1,Trujillo,22,Normal,68.3,0,4.0
T500623,Recarga celular,v1,Trujillo,4,Normal,216.8,0,3.0
T500624,Transferencia,v2,Trujillo,21,Pico,367.2,0,4.0
T500625,Pago QR,v1,Trujillo,3,Normal,342.9,0,3.0
T500626,Transferencia,v2,Arequipa,14,Normal,157.3,0,5.0
T500627,Pago QR,v1,Lima,2,Normal,171.1,0,4.0
T500628,Pago de servicios,v1,Lima,0,Normal,192.5,0,4.0
T500629,Consulta de saldo,v2,Lima,8,Pico,166.0,0,5.0
T500630,Consulta de saldo,v1,Arequipa,21,Pico,234.4,0,5.0
T500631,Consulta de saldo,v1,Arequipa,4,Normal,141.3,0,5.0
T500632,Recarga celular,v2,Trujillo,5,Normal,149.4,0,5.0
T500633,Pago QR,v1,Trujillo,23,Normal,387.0,0,3.0
T500634,Pago QR,v1,Lima,9,Pico,239.2,0,4.0
T500635,Pago de servicios,v1,Trujillo,20,Pico,645.3,0,4.0
T500636,Pago de servicios,v1,Arequipa,13,Normal,363.0,0,4.0
T500637,Pago QR,v2,Lima,4,Normal,118.5,0,5.0
T500638,Transferencia,v1,Trujillo,6,Normal,241.7,0,5.0
T500639,Recarga celular,v1,Lima,16,Normal,189.9,0,3.0
T500640,Consulta de saldo,v1,Lima,3,Normal,101.8,0,4.0
T500641,Recarga celular,v1,Arequipa,23,Normal,99.6,0,4.0
T500642,Consulta de saldo,v2,Arequipa,13,Normal,152.6,0,4.0
T500643,Transferencia,v1,Arequipa,9,Pico,289.8,0,3.0
T500644,Transferencia,v2,Lima,18,Pico,310.7,0,3.0
T500645,Transferencia,v1,Lima,6,Normal,106.6,0,5.0
T500646,Pago de servicios,v2,Lima,19,Pico,240.7,0,4.0
T500647,Consulta de saldo,v1,Trujillo,8,Pico,286.4,0,4.0
T500648,Transferencia,v2,Lima,1,Normal,192.5,0,4.0
T500649,Transferencia,v1,Lima,18,Pico,364.9,0,4.0
T500650,Transferencia,v2,Trujillo,17,Normal,239.1,0,5.0
T500651,Pago de servicios,v1,Lima,1,Normal,215.0,0,2.0
T500652,Consulta de saldo,v1,Lima,10,Pico,103.3,0,4.0
T500653,Pago de servicios,v1,Lima,1,Normal,253.8,0,4.0
T500654,Consulta de saldo,v2,Lima,22,Normal,139.1,0,4.0
T500655,Recarga celular,v2,Arequipa,23,Normal,72.5,0,5.0
T500656,Transferencia,v2,Lima,9,Pico,611.5,0,3.0
T500657,Pago QR,v1,Lima,6,Normal,325.1,0,4.0
T500658,Pago QR,v2,Arequipa,9,Pico,407.6,0,4.0
T500659,Pago QR,v2,Arequipa,2,Normal,197.2,0,5.0
T500660,Transferencia,v2,Trujillo,4,Normal,323.3,0,4.0
T500661,Transferencia,v2,Lima,0,Normal,135.6,0,5.0
T500662,Consulta de saldo,v1,Arequipa,18,Pico,247.1,0,4.0
T500663,Pago de servicios,v2,Arequipa,12,Normal,205.3,0,5.0
T500664,Recarga celular,v1,Trujillo,15,Normal,244.0,0,5.0
T500665,Pago QR,v1,Arequipa,4,Normal,486.9,0,3.0
T500666,Consulta de saldo,v2,Arequipa,10,Pico,124.9,0,5.0
T500667,Consulta de saldo,v2,Trujillo,23,Normal,235.1,0,4.0
T500668,Consulta de saldo,v2,Arequipa,3,Normal,75.8,0,5.0
T500669,Consulta de saldo,v2,Lima,18,Pico,91.4,0,5.0
T500670,Recarga celular,v2,Lima,20,Pico,512.7,0,4.0
T500671,Transferencia,v1,Lima,12,Normal,235.1,0,4.0
T500672,Pago de servicios,v2,Arequipa,19,Pico,194.1,0,5.0
T500673,Consulta de saldo,v2,Arequipa,21,Pico,116.0,0,4.0
T500674,Recarga celular,v2,Lima,13,Normal,204.2,0,4.0
T500675,Recarga celular,v2,Lima,18,Pico,108.0,0,4.0
T500676,Recarga celular,v1,Lima,19,Pico,286.6,0,5.0
T500677,Transferencia,v1,Lima,1,Normal,253.2,0,5.0
T500678,Consulta de saldo,v2,Arequipa,20,Pico,142.7,0,4.0
T500679,Pago QR,v1,Lima,3,Normal,184.7,0,5.0
T500680,Transferencia,v1,Trujillo,8,Pico,293.9,0,3.0
T500681,Transferencia,v2,Arequipa,16,Normal,215.3,0,4.0
T500682,Recarga celular,v2,Trujillo,18,Pico,241.1,0,5.0
T500683,Transferencia,v1,Arequipa,17,Normal,151.8,0,5.0
T500684,Transferencia,v1,Lima,3,Normal,304.0,0,4.0
T500685,Pago QR,v1,Lima,23,Normal,298.4,0,3.0
T500686,Transferencia,v2,Arequipa,17,Normal,233.7,0,5.0
T500687,Recarga celular,v1,Lima,8,Pico,143.6,0,5.0
T500688,Pago QR,v2,Arequipa,14,Normal,449.8,0,4.0
T500689,Recarga celular,v1,Arequipa,8,Pico,308.4,0,3.0
T500690,Recarga celular,v2,Lima,11,Normal,153.1,0,5.0
T500691,Consulta de saldo,v1,Lima,10,Pico,200.5,0,4.0
T500692,Transferencia,v2,Lima,22,Normal,132.3,0,5.0
T500693,Recarga celular,v1,Arequipa,22,Normal,179.9,0,5.0
T500694,Consulta de saldo,v2,Arequipa,4,Normal,145.5,0,4.0
T500695,Pago QR,v1,Trujillo,10,Pico,739.9,0,4.0
T500696,Pago QR,v1,Lima,12,Normal,202.0,0,4.0
T500697,Transferencia,v1,Arequipa,17,Normal,665.4,0,3.0
T500698,Consulta de saldo,v2,Arequipa,16,Normal,109.1,0,4.0
T500699,Consulta de saldo,v2,Lima,23,Normal,58.0,0,4.0
T500700,Pago de servicios,v1,Lima,8,Pico,485.2,0,3.0
T500701,Consulta de saldo,v2,Lima,7,Normal,73.3,0,3.0
T500702,Pago de servicios,v1,Lima,7,Normal,505.9,0,4.0
T500703,Recarga celular,v1,Lima,8,Pico,157.7,0,4.0
T500704,Transferencia,v2,Lima,23,Normal,214.3,0,4.0
T500705,Pago QR,v2,Trujillo,9,Pico,457.8,0,4.0
T500706,Pago QR,v1,Lima,6,Normal,125.9,0,5.0
T500707,Consulta de saldo,v1,Arequipa,12,Normal,53.0,0,4.0
T500708,Consulta de saldo,v1,Lima,14,Normal,181.9,0,5.0
T500709,Pago de servicios,v1,Lima,4,Normal,200.2,0,4.0
T500710,Transferencia,v1,Arequipa,8,Pico,307.6,0,4.0
T500711,Consulta de saldo,v2,Arequipa,5,Normal,91.8,0,5.0
T500712,Pago de servicios,v2,Lima,7,Normal,505.1,0,4.0
T500713,Consulta de saldo,v2,Trujillo,4,Normal,89.2,0,5.0
T500714,Consulta de saldo,v1,Lima,21,Pico,299.7,0,4.0
T500715,Pago de servicios,v2,Trujillo,18,Pico,256.2,0,4.0
T500716,Pago QR,v1,Lima,22,Normal,354.8,0,5.0
T500717,Recarga celular,v1,Lima,20,Pico,244.7,0,4.0
T500718,Pago de servicios,v2,Lima,6,Normal,155.4,0,4.0
T500719,Consulta de saldo,v2,Lima,16,Normal,30.0,0,5.0
T500720,Recarga celular,v1,Trujillo,16,Normal,185.8,0,3.0
T500721,Consulta de saldo,v2,Trujillo,15,Normal,102.2,0,4.0
T500722,Consulta de saldo,v1,Lima,9,Pico,82.4,0,5.0
T500723,Transferencia,v1,Lima,19,Pico,201.3,0,4.0
T500724,Transferencia,v2,Lima,14,Normal,173.5,0,
T500725,Transferencia,v2,Lima,11,Normal,126.6,1,3.0
T500726,Consulta de saldo,v1,Lima,8,Pico,90.4,0,4.0
T500727,Transferencia,v1,Lima,8,Pico,421.4,0,4.0
T500728,Transferencia,v1,Lima,13,Normal,252.7,0,5.0
T500729,Recarga celular,v1,Lima,10,Pico,164.5,0,3.0
T500730,Pago de servicios,v2,Trujillo,15,Normal,374.0,0,5.0
T500731,Consulta de saldo,v2,Trujillo,17,Normal,97.1,0,4.0
T500732,Recarga celular,v1,Lima,19,Pico,177.1,0,5.0
T500733,Pago de servicios,v1,Lima,19,Pico,224.5,0,5.0
T500734,Consulta de saldo,v2,Arequipa,9,Pico,188.2,0,4.0
T500735,Pago QR,v2,Lima,6,Normal,160.1,0,4.0
T500736,Transferencia,v1,Lima,4,Normal,199.5,0,5.0
T500737,Pago QR,v1,Trujillo,22,Normal,305.9,0,4.0
T500738,Pago QR,v2,Trujillo,16,Normal,535.4,0,4.0
T500739,Pago QR,v1,Lima,0,Normal,333.5,0,4.0
T500740,Recarga celular,v1,Arequipa,19,Pico,233.2,0,4.0
T500741,Transferencia,v1,Lima,16,Normal,496.6,0,4.0
T500742,Transferencia,v1,Trujillo,8,Pico,484.8,0,4.0
T500743,Pago de servicios,v1,Lima,0,Normal,347.6,0,3.0
T500744,Transferencia,v2,Lima,12,Normal,55.6,0,5.0
T500745,Pago de servicios,v2,Lima,3,Normal,343.0,0,4.0
T500746,Transferencia,v2,Lima,17,Normal,113.4,0,4.0
T500747,Pago QR,v1,Lima,23,Normal,172.1,0,4.0
T500748,Pago QR,v2,Lima,6,Normal,235.8,1,4.0
T500749,Consulta de saldo,v2,Trujillo,7,Normal,118.5,0,4.0
T500750,Transferencia,v2,Trujillo,23,Normal,228.1,0,5.0
T500751,Transferencia,v2,Arequipa,0,Normal,126.7,0,4.0
T500752,Pago QR,v1,Arequipa,9,Pico,179.7,0,5.0
T500753,Pago QR,v2,Lima,6,Normal,84.6,0,4.0
T500754,Transferencia,v2,Lima,13,Normal,540.9,0,3.0
T500755,Pago de servicios,v1,Arequipa,15,Normal,223.3,0,4.0
T500756,Transferencia,v2,Arequipa,10,Pico,176.2,0,4.0
T500757,Consulta de saldo,v2,Trujillo,6,Normal,92.2,0,5.0
T500758,Pago QR,v2,Lima,3,Normal,185.2,0,5.0
T500759,Pago QR,v1,Lima,11,Normal,119.2,0,4.0
T500760,Transferencia,v1,Lima,4,Normal,377.5,0,3.0
T500761,Recarga celular,v2,Trujillo,20,Pico,132.4,0,5.0
T500762,Pago QR,v2,Lima,18,Pico,355.0,0,4.0
T500763,Pago de servicios,v1,Trujillo,5,Normal,515.4,0,4.0
T500764,Pago QR,v2,Lima,16,Normal,204.4,0,3.0
T500765,Transferencia,v1,Lima,13,Normal,214.1,0,4.0
T500766,Consulta de saldo,v2,Trujillo,13,Normal,246.1,0,3.0
T500767,Pago QR,v2,Lima,22,Normal,166.9,0,5.0
T500768,Pago QR,v2,Arequipa,8,Pico,460.8,0,5.0
T500769,Pago QR,v1,Trujillo,19,Pico,302.1,0,4.0
T500770,Pago de servicios,v1,Trujillo,23,Normal,225.3,0,4.0
T500771,Consulta de saldo,v1,Lima,16,Normal,97.9,0,4.0
T500772,Pago QR,v2,Lima,19,Pico,135.4,1,4.0
T500773,Pago QR,v1,Lima,7,Normal,324.6,0,4.0
T500774,Pago QR,v1,Arequipa,14,Normal,448.7,0,4.0
T500775,Consulta de saldo,v1,Lima,20,Pico,48.8,0,5.0
T500776,Consulta de saldo,v1,Lima,11,Normal,104.6,0,5.0
T500777,Pago QR,v2,Arequipa,22,Normal,203.5,0,
T500778,Pago de servicios,v2,Lima,16,Normal,115.8,0,4.0
T500779,Consulta de saldo,v2,Trujillo,16,Normal,212.3,0,4.0
T500780,Recarga celular,v2,Arequipa,17,Normal,165.0,0,5.0
T500781,Consulta de saldo,v2,Arequipa,2,Normal,39.6,0,5.0
T500782,Pago de servicios,v1,Lima,1,Normal,186.7,0,5.0
T500783,Transferencia,v1,Arequipa,11,Normal,403.9,0,4.0
T500784,Recarga celular,v1,Trujillo,16,Normal,235.8,0,3.0
T500785,Pago QR,v1,Lima,15,Normal,220.7,0,4.0
T500786,Pago QR,v1,Arequipa,19,Pico,122.1,0,5.0
T500787,Transferencia,v2,Trujillo,22,Normal,288.0,0,5.0
T500788,Pago QR,v2,Trujillo,6,Normal,231.0,0,4.0
T500789,Transferencia,v1,Arequipa,14,Normal,239.0,0,4.0
T500790,Recarga celular,v2,Arequipa,1,Normal,108.1,0,4.0
T500791,Transferencia,v1,Lima,12,Normal,308.5,0,4.0
T500792,Pago QR,v1,Lima,4,Normal,193.8,0,4.0
T500793,Pago QR,v2,Lima,14,Normal,82.0,0,4.0
